Student ID,Student Full Name,Department Name/Code,Joining Year,Graduation Year,Contact Email,Contact Phone Number,Date of Birth,Student Address,Student City,Academic Score %,Attendance %,Got Job Offer in Campus Placement,Job Offered by Company,Starting Campus Offer Value,Notes
2204,Nishith Banik,Computer Science Engineering (CSE),2016,2020,nishithbanik57@gmail.com,+910307238214,1997-09-25,"99/78, Ahuja Road, Chandigarh 088427",Asansol,88.4,96.4,No,,,No special remarks
2205,Adah Sandal,Computer Science Engineering (CSE),2018,2022,adahsandal2@gmail.com,+915165695352,1999-05-01,"930, Majumdar Street, Allahabad-817428",Kollam,88.7,81.8,No,,,No special remarks
2206,Nehmat Anne,Computer Science Engineering (CSE),2016,2020,nehmatanne87@gmail.com,6062971418,1999-10-11,"24, Kannan Zila, Serampore 732253",Madanapalle,94.4,93.1,Yes,TCS,2376309,Got job in campus placement
2207,Prisha Hegde,Computer Science Engineering (CSE),2019,2023,prishahegde59@gmail.com,07565012347,2002-01-13,"45/379, Sood Road, Ghaziabad-134287",Ozhukarai,81.7,94.3,Yes,TCS,2237867,Got job in campus placement
2208,Adira Wadhwa,Computer Science Engineering (CSE),2018,2022,adirawadhwa100@gmail.com,+915660624506,2003-02-21,"18/700, Shankar Path, Thane-004452",Motihari,76.7,81.7,Yes,Infosys,2354016,Got job in campus placement
2209,Sahil Bhatt,Computer Science Engineering (CSE),2018,2022,sahilbhatt74@gmail.com,7102102075,1999-11-01,"528, Chanda Chowk, Coimbatore 170481",Buxar,83.1,92.1,Yes,TCS,2288410,Got job in campus placement
2210,Hridaan Soman,Computer Science Engineering (CSE),2016,2020,hridaansoman99@gmail.com,08137871047,1999-03-07,"51/87, Walla Zila, Visakhapatnam-979573",Naihati,85.1,89.9,Yes,TCS,2398104,Got job in campus placement
2211,Aniruddh Raval,Computer Science Engineering (CSE),2019,2023,aniruddhraval80@gmail.com,0015887429,2000-01-26,"08, Gupta Road, Jehanabad 763799",Nellore,89.6,88.3,No,,,No special remarks
2212,Farhan Gara,Computer Science Engineering (CSE),2018,2022,farhangara60@gmail.com,+918503079472,1999-05-23,"H.No. 39, Kota Path, Nanded-860297",Meerut,89.1,92.3,Yes,Infosys,2247168,Got job in campus placement
2213,Samar Reddy,Computer Science Engineering (CSE),2016,2020,samarreddy20@gmail.com,4487753574,2000-09-10,"30, Devi Marg, Jhansi-386147",Mumbai,92.6,86.1,No,,,No special remarks
2214,Sara Bhavsar,Computer Science Engineering (CSE),2018,2022,sarabhavsar78@gmail.com,+916176865816,2002-12-26,"H.No. 918, Hari Nagar, Kolhapur-919260",Ghaziabad,79.0,94.7,No,,,No special remarks
2215,Khushi Bahl,Computer Science Engineering (CSE),2019,2023,khushibahl39@gmail.com,07392436512,2000-06-03,"08/52, Khatri Street, Pudukkottai-052334",Suryapet,86.0,88.6,Yes,Infosys,2365301,Got job in campus placement
2216,Samaira Sankar,Computer Science Engineering (CSE),2019,2023,samairasankar69@gmail.com,0486994689,2000-10-08,"50, Goswami Street, Bellary 386471",Mira-Bhayandar,91.8,82.1,Yes,Infosys,2235680,Got job in campus placement
2217,Stuvan Mane,Computer Science Engineering (CSE),2018,2022,stuvanmane100@gmail.com,09084906012,2002-03-15,"71/176, Chacko Road, Aizawl-999380",Gangtok,80.9,90.5,No,,,No special remarks
2218,Jiya Thaker,Computer Science Engineering (CSE),2018,2022,jiyathaker57@gmail.com,07897281086,2001-04-02,"H.No. 16, Bobal Zila, Thane 442079",Naihati,93.0,95.2,No,,,No special remarks
2219,Purab Bava,Computer Science Engineering (CSE),2017,2021,purabbava39@gmail.com,3687243381,2003-04-21,"453, Bandi Marg, Siliguri 952671",Ahmedabad,88.3,90.2,Yes,TCS,2408438,Got job in campus placement
2220,Damini Guha,Computer Science Engineering (CSE),2019,2023,daminiguha31@gmail.com,00176002166,2001-12-11,"02, Anand Marg, Bally 261915",Cuttack,80.3,99.0,Yes,TCS,2347421,Got job in campus placement
2221,Jiya Sama,Computer Science Engineering (CSE),2016,2020,jiyasama32@gmail.com,08351304076,1999-07-15,"114, Issac Zila, Madhyamgram 571363",Ramagundam,77.6,80.2,Yes,TCS,2241929,Got job in campus placement
2222,Manikya Mann,Computer Science Engineering (CSE),2017,2021,manikyamann90@gmail.com,7253204008,2002-03-08,"450, Rana Street, Bhagalpur 178909",Amaravati,81.9,98.3,Yes,Wipro,2352829,Got job in campus placement
2223,Neysa Chahal,Computer Science Engineering (CSE),2017,2021,neysachahal61@gmail.com,8630669206,1997-12-07,"77/81, Roy Circle, Rajpur Sonarpur-427538",Kakinada,87.6,86.8,No,,,No special remarks
2224,Rania Venkatesh,Computer Science Engineering (CSE),2019,2023,raniavenkatesh82@gmail.com,6880696060,2001-10-10,"226, Mahal Ganj, Gulbarga 642624",Patna,93.6,90.1,Yes,Zoho Corporation,2408931,Got job in campus placement
2225,Aarna Bala,Computer Science Engineering (CSE),2019,2023,aarnabala84@gmail.com,+912772255831,2000-01-23,"93/68, Borah Zila, Phusro 824630",Aizawl,78.1,85.0,Yes,Infosys,2330406,Got job in campus placement
2226,Yakshit Ray,Computer Science Engineering (CSE),2018,2022,yakshitray46@gmail.com,5194940974,1998-12-07,"829, Savant Path, Fatehpur 865613",Gandhinagar,93.7,95.1,Yes,Zoho Corporation,2294528,Got job in campus placement
2227,Darshit Din,Computer Science Engineering (CSE),2018,2022,darshitdin90@gmail.com,+914218628979,2000-08-19,"H.No. 147, Jani Path, Dharmavaram 609191",Medininagar,93.4,86.7,Yes,Zoho Corporation,2294306,Got job in campus placement
2228,Navya Trivedi,Computer Science Engineering (CSE),2017,2021,navyatrivedi77@gmail.com,01325230042,2002-09-23,"35/961, Chatterjee Circle, Serampore-982945",Ludhiana,90.6,94.9,Yes,TCS,2285427,Got job in campus placement
2229,Anahita Korpal,Computer Science Engineering (CSE),2016,2020,anahitakorpal53@gmail.com,+911845219792,1998-08-12,"H.No. 173, Manda Ganj, Patiala-850466",Bihar Sharif,88.8,94.6,No,,,No special remarks
2230,Nirvi Dutt,Computer Science Engineering (CSE),2017,2021,nirvidutt15@gmail.com,8500925764,2001-10-20,"16/86, Chander Circle, Muzaffarpur-257176",Gandhidham,78.9,89.9,Yes,TCS,2346382,Got job in campus placement
2231,Pranay Rattan,Computer Science Engineering (CSE),2016,2020,pranayrattan89@gmail.com,6259382506,2000-04-26,"97, Bhakta Ganj, Kozhikode 159528",Guwahati,82.0,89.2,No,,,No special remarks
2232,Anika Char,Computer Science Engineering (CSE),2016,2020,anikachar10@gmail.com,06385967599,1998-01-23,"73/513, Raval Chowk, Karnal-322849",North Dumdum,75.5,99.9,Yes,Infosys,2282658,Got job in campus placement
2233,Yakshit Kannan,Computer Science Engineering (CSE),2017,2021,yakshitkannan29@gmail.com,09208092334,1999-09-15,"79, Suresh Zila, Proddatur-667192",Morena,77.5,92.1,Yes,TCS,2347609,Got job in campus placement
2234,Shalv Saini,Computer Science Engineering (CSE),2019,2023,shalvsaini58@gmail.com,0891520007,2000-07-28,"H.No. 80, Desai Circle, Satna-510770",Nangloi Jat,82.1,97.1,Yes,Infosys,2363662,Got job in campus placement
2235,Ehsaan Jain,Computer Science Engineering (CSE),2019,2023,ehsaanjain34@gmail.com,5579888026,1998-06-08,"28, Grewal Zila, Hazaribagh 353457",Madanapalle,88.2,85.5,No,,,No special remarks
2236,Darshit Trivedi,Computer Science Engineering (CSE),2019,2023,darshittrivedi66@gmail.com,5040202466,2001-09-12,"46/723, Mani Zila, Phusro-614702",Dewas,93.3,85.2,No,,,No special remarks
2237,Madhup Kapur,Computer Science Engineering (CSE),2018,2022,madhupkapur33@gmail.com,06241102378,1998-12-03,"10, Bawa Nagar, Karnal-148346",Kochi,94.9,80.9,No,,,No special remarks
2238,Nirvaan Khalsa,Computer Science Engineering (CSE),2019,2023,nirvaankhalsa8@gmail.com,+910208131925,1998-10-10,"091, Jhaveri Ganj, Thoothukudi-087960",Nandyal,78.9,96.2,Yes,Zoho Corporation,2332585,Got job in campus placement
2239,Yuvaan Trivedi,Computer Science Engineering (CSE),2017,2021,yuvaantrivedi38@gmail.com,+912715153501,2002-02-07,"H.No. 428, Ramakrishnan Circle, Rourkela 726428",Bally,81.2,93.6,No,,,No special remarks
2240,Kartik Sankar,Computer Science Engineering (CSE),2017,2021,kartiksankar56@gmail.com,04894705067,2002-03-06,"71/15, Butala Chowk, Bulandshahr-011928",Panihati,83.0,88.8,No,,,No special remarks
2241,Damini Ramanathan,Computer Science Engineering (CSE),2017,2021,daminiramanathan34@gmail.com,+916575101172,2000-03-31,"91/11, Varkey, Phusro-668492",Sirsa,87.4,99.9,Yes,Wipro,2385353,Got job in campus placement
2242,Badal Vig,Computer Science Engineering (CSE),2017,2021,badalvig86@gmail.com,08387251751,1998-07-30,"13/091, Mangat Marg, Nandyal 438664",Thiruvananthapuram,82.7,93.3,No,,,No special remarks
2243,Kartik Sibal,Computer Science Engineering (CSE),2018,2022,kartiksibal82@gmail.com,05410977377,2001-08-30,"14/31, Hans Ganj, Rajkot-410948",Kota,79.0,89.3,Yes,TCS,2261532,Got job in campus placement
2244,Yuvraj  Rajagopal,Computer Science Engineering (CSE),2019,2023,yuvrajrajagopal67@gmail.com,5006727829,1998-04-19,"97/88, Bera Circle, Latur-955806",Madanapalle,92.8,87.0,Yes,Infosys,2286273,Got job in campus placement
2245,Charvi Cheema,Computer Science Engineering (CSE),2016,2020,charvicheema95@gmail.com,00689781722,2000-03-11,"H.No. 243, Vora Path, Kollam 174785",Tirunelveli,76.9,95.6,Yes,Wipro,2398958,Got job in campus placement
2246,Gokul Rattan,Computer Science Engineering (CSE),2017,2021,gokulrattan71@gmail.com,01561804590,1998-02-19,"H.No. 39, Balay Street, Tinsukia 927690",Jabalpur,94.7,92.9,No,,,No special remarks
2247,Stuvan Sekhon,Computer Science Engineering (CSE),2018,2022,stuvansekhon18@gmail.com,00187835072,1998-10-25,"H.No. 97, Iyer Road, Chapra 702014",Bareilly,88.2,88.5,No,,,No special remarks
2248,Tanya Lata,Computer Science Engineering (CSE),2018,2022,tanyalata56@gmail.com,3181278870,2002-07-04,"86, Kashyap, Orai-229385",Bongaigaon,94.1,91.0,Yes,Zoho Corporation,2249086,Got job in campus placement
2249,Renee Thakur,Computer Science Engineering (CSE),2016,2020,reneethakur18@gmail.com,6670564582,2001-05-27,"76/16, Suri Path, Kishanganj 540046",Tezpur,93.1,95.6,No,,,No special remarks
2250,Nitara Tak,Computer Science Engineering (CSE),2016,2020,nitaratak26@gmail.com,+917896580895,1998-02-07,"96/19, Bhasin Marg, Latur-052400",Amaravati,80.4,99.9,Yes,Wipro,2313970,Got job in campus placement
2251,Aarav Tella,Computer Science Engineering (CSE),2017,2021,aaravtella42@gmail.com,04439139247,2000-12-07,"H.No. 78, Sodhi Road, Allahabad-182657",Naihati,84.8,83.1,Yes,Zoho Corporation,2373608,Got job in campus placement
2252,Manjari Yadav,Computer Science Engineering (CSE),2019,2023,manjariyadav9@gmail.com,+911952871182,2003-04-11,"28, Dugar Road, Jalna 078326",Mango,89.6,90.1,No,,,No special remarks
2253,Shray Chander,Computer Science Engineering (CSE),2017,2021,shraychander51@gmail.com,+912904404131,1999-03-31,"287, Raju Chowk, Panipat-034059",Gangtok,75.3,82.8,No,,,No special remarks
2254,Taran Lall,Computer Science Engineering (CSE),2019,2023,taranlall16@gmail.com,+911923030745,1999-06-21,"501, Ramaswamy Zila, Ozhukarai 683866",Kishanganj,87.3,89.2,Yes,Wipro,2226489,Got job in campus placement
2255,Ivan Kara,Computer Science Engineering (CSE),2017,2021,ivankara18@gmail.com,+915749370865,2000-12-14,"H.No. 154, Ahuja Road, Rourkela 877498",Rajkot,82.3,97.9,No,,,No special remarks
2256,Faiyaz Sridhar,Computer Science Engineering (CSE),2019,2023,faiyazsridhar47@gmail.com,2718295248,1999-11-03,"81/798, Char Path, Bidar-887337",Nandyal,82.5,87.0,No,,,No special remarks
2257,Dhanush Deol,Computer Science Engineering (CSE),2016,2020,dhanushdeol86@gmail.com,8318698748,1999-11-30,"858, Cherian Nagar, Gandhidham-393059",Mathura,93.9,99.2,Yes,Wipro,2329192,Got job in campus placement
2258,Damini Borde,Computer Science Engineering (CSE),2019,2023,daminiborde66@gmail.com,+915144800317,1997-11-14,"98/67, Deep Street, Korba 689028",Bellary,75.9,86.2,Yes,Infosys,2285161,Got job in campus placement
2259,Ela Guha,Computer Science Engineering (CSE),2018,2022,elaguha54@gmail.com,07551559354,1999-10-01,"74/22, Lad Road, Purnia 594659",Ghaziabad,90.8,94.8,Yes,Zoho Corporation,2327930,Got job in campus placement
2260,Anika Kalla,Computer Science Engineering (CSE),2017,2021,anikakalla65@gmail.com,04298580039,1998-04-15,"59/46, Ramaswamy Marg, Deoghar-589133",Morbi,91.1,99.1,Yes,Zoho Corporation,2357606,Got job in campus placement
2261,Miraan Yogi,Computer Science Engineering (CSE),2017,2021,miraanyogi38@gmail.com,+916548402710,2000-04-10,"84/44, Barad Path, Ratlam-347252",Belgaum,88.8,89.3,Yes,TCS,2249617,Got job in campus placement
2262,Mamooty Rajan,Computer Science Engineering (CSE),2017,2021,mamootyrajan17@gmail.com,4948605086,2001-05-10,"H.No. 917, Bahl Road, Jalna 306564",Hospet,78.5,91.0,No,,,No special remarks
2263,Rhea Bal,Computer Science Engineering (CSE),2018,2022,rheabal91@gmail.com,+916862740775,2000-08-04,"71/01, Deo Path, Shivpuri 158395",Nagaon,76.1,80.9,No,,,No special remarks
2264,Eva Kalita,Computer Science Engineering (CSE),2018,2022,evakalita19@gmail.com,3661913406,2001-10-01,"771, Karpe, Moradabad 218802",Bhubaneswar,89.8,89.6,No,,,No special remarks
2265,Vedika Ramanathan,Computer Science Engineering (CSE),2019,2023,vedikaramanathan17@gmail.com,01136095406,1998-03-18,"H.No. 134, Lala Circle, Unnao 464333",Nellore,85.6,88.8,No,,,No special remarks
2266,Kiaan Batra,Computer Science Engineering (CSE),2019,2023,kiaanbatra28@gmail.com,08044749999,2002-08-09,"93, Basak Nagar, Ozhukarai-733880",Shahjahanpur,93.6,89.8,No,,,No special remarks
2267,Manikya Yogi,Computer Science Engineering (CSE),2017,2021,manikyayogi74@gmail.com,+910732272522,2000-02-14,"762, Comar Path, Bareilly-543769",Hyderabad,79.1,93.2,Yes,Wipro,2396688,Got job in campus placement
2268,Renee Tiwari,Computer Science Engineering (CSE),2017,2021,reneetiwari16@gmail.com,+918223645793,1998-10-09,"13, Master Road, Dhanbad-053876",Srinagar,83.2,89.4,Yes,TCS,2269634,Got job in campus placement
2269,Seher Ramachandran,Computer Science Engineering (CSE),2017,2021,seherramachandran60@gmail.com,+913519306746,2001-06-13,"081, Saxena Marg, Bokaro-662123",New Delhi,75.1,85.3,Yes,Wipro,2234857,Got job in campus placement
2270,Shamik Tiwari,Computer Science Engineering (CSE),2017,2021,shamiktiwari75@gmail.com,+918965873222,2003-04-28,"65, Ravel Road, Warangal 095905",Hajipur,88.7,95.1,Yes,Zoho Corporation,2324754,Got job in campus placement
2271,Farhan Madan,Computer Science Engineering (CSE),2016,2020,farhanmadan25@gmail.com,3872977536,2003-01-27,"H.No. 70, Chakrabarti Path, Amritsar-386071",Faridabad,80.9,89.8,No,,,No special remarks
2272,Anaya Chand,Computer Science Engineering (CSE),2019,2023,anayachand26@gmail.com,4130221982,2001-10-26,"H.No. 841, Gulati Zila, Jammu-920893",Bhavnagar,79.8,81.7,No,,,No special remarks
2273,Krish Srinivasan,Computer Science Engineering (CSE),2019,2023,krishsrinivasan93@gmail.com,+911037014258,2001-01-24,"67/21, Basu Chowk, Kharagpur-295556",Sonipat,87.7,89.5,Yes,Zoho Corporation,2218049,Got job in campus placement
2274,Mohanlal Sen,Computer Science Engineering (CSE),2016,2020,mohanlalsen97@gmail.com,+917305088944,1997-09-17,"89, Bhatti Street, Moradabad 636345",Kumbakonam,75.6,91.6,No,,,No special remarks
2275,Alia Viswanathan,Computer Science Engineering (CSE),2017,2021,aliaviswanathan85@gmail.com,+912355431879,2000-05-15,"91, Kothari Marg, Raiganj 570681",Ambarnath,81.5,87.0,No,,,No special remarks
2276,Armaan Wable,Computer Science Engineering (CSE),2016,2020,armaanwable37@gmail.com,5506362479,1998-09-20,"07/70, Bedi Nagar, Jaunpur-127669",Uluberia,89.3,80.8,Yes,Wipro,2323311,Got job in campus placement
2277,Stuvan Wable,Computer Science Engineering (CSE),2017,2021,stuvanwable100@gmail.com,+912957414241,2000-03-30,"04, Thakkar, Meerut-813754",Navi Mumbai,79.0,90.1,Yes,Zoho Corporation,2222280,Got job in campus placement
2278,Sara Kuruvilla,Computer Science Engineering (CSE),2018,2022,sarakuruvilla11@gmail.com,07312912647,1997-09-15,"H.No. 47, Malhotra Marg, Suryapet 298349",Ludhiana,87.6,98.7,No,,,No special remarks
2279,Rasha Sawhney,Computer Science Engineering (CSE),2016,2020,rashasawhney61@gmail.com,04458690316,2002-08-15,"H.No. 85, Batra Street, Loni-588016",Gangtok,75.7,80.7,Yes,Zoho Corporation,2226927,Got job in campus placement
2280,Tejas Sathe,Computer Science Engineering (CSE),2018,2022,tejassathe51@gmail.com,0919041440,2000-10-14,"H.No. 733, Khalsa Path, Dibrugarh 968459",Dhanbad,78.7,91.3,Yes,Zoho Corporation,2221785,Got job in campus placement
2281,Raunak Sampath,Computer Science Engineering (CSE),2019,2023,raunaksampath75@gmail.com,09859273889,2001-01-04,"79/586, Chad Zila, Ghaziabad 189483",Pondicherry,82.8,92.8,Yes,Wipro,2211417,Got job in campus placement
2282,Samaira Choudhary,Computer Science Engineering (CSE),2017,2021,samairachoudhary43@gmail.com,07262362521,2000-06-02,"H.No. 774, Dey Chowk, Hazaribagh-552342",Ongole,88.0,90.3,Yes,TCS,2320333,Got job in campus placement
2283,Raunak Srinivas,Computer Science Engineering (CSE),2019,2023,raunaksrinivas30@gmail.com,+919373544431,2000-07-22,"H.No. 680, Chopra Marg, Panihati 408005",Rampur,92.0,99.3,Yes,Zoho Corporation,2330739,Got job in campus placement
2284,Dharmajan Ravi,Computer Science Engineering (CSE),2016,2020,dharmajanravi54@gmail.com,07843261309,2003-05-22,"38/09, Tank Marg, Ajmer 684911",Dharmavaram,83.2,90.1,No,,,No special remarks
2285,Aayush Sampath,Computer Science Engineering (CSE),2016,2020,aayushsampath97@gmail.com,+919520069488,2001-06-25,"394, Shukla Street, Salem-166101",Mumbai,91.9,81.0,No,,,No special remarks
2286,Ojas Chakraborty,Computer Science Engineering (CSE),2016,2020,ojaschakraborty39@gmail.com,3093464961,1998-12-01,"66/289, Sheth Road, Bally 618739",Mau,91.9,80.7,No,,,No special remarks
2287,Adah Dube,Computer Science Engineering (CSE),2018,2022,adahdube18@gmail.com,0173773299,2000-01-17,"29, Rout, Jaunpur 813105",Bhalswa Jahangir Pur,79.4,84.5,Yes,Zoho Corporation,2319438,Got job in campus placement
2288,Tarini Kara,Computer Science Engineering (CSE),2017,2021,tarinikara38@gmail.com,00136118977,2000-07-12,"567, Dhingra Street, Imphal-073077",Chandigarh,89.9,95.3,Yes,Infosys,2409039,Got job in campus placement
2289,Samar Kapoor,Computer Science Engineering (CSE),2018,2022,samarkapoor94@gmail.com,+915611304902,2003-05-27,"H.No. 771, Mani Circle, Rampur 670939",Mehsana,78.9,81.1,No,,,No special remarks
2290,Trisha Sethi,Computer Science Engineering (CSE),2017,2021,trishasethi46@gmail.com,+917000207193,1997-09-28,"H.No. 24, Agate Ganj, Jodhpur 266212",Bhilai,90.7,81.9,Yes,Infosys,2341244,Got job in campus placement
2291,Urvi Bandi,Computer Science Engineering (CSE),2019,2023,urvibandi39@gmail.com,9032977533,2003-05-20,"H.No. 687, Gour Circle, Madurai 957208",Mathura,87.9,83.8,No,,,No special remarks
2292,Eshani Sachdev,Computer Science Engineering (CSE),2016,2020,eshanisachdev41@gmail.com,09737603673,1998-08-23,"03, Dyal Ganj, Bharatpur 096794",Bijapur,86.5,98.3,Yes,Zoho Corporation,2340569,Got job in campus placement
2293,Mannat Rao,Computer Science Engineering (CSE),2017,2021,mannatrao14@gmail.com,1952799111,2000-04-21,"13/192, Bail Marg, Gandhinagar-240211",Patiala,78.9,94.2,No,,,No special remarks
2294,Tushar Sahni,Computer Science Engineering (CSE),2018,2022,tusharsahni4@gmail.com,03645358991,1999-10-23,"71/69, Garg Chowk, Dewas 609913",Saharanpur,77.4,86.9,Yes,TCS,2297269,Got job in campus placement
2295,Kismat Baral,Computer Science Engineering (CSE),2018,2022,kismatbaral56@gmail.com,3181327785,2002-10-30,"H.No. 56, Bala Ganj, Meerut 069253",New Delhi,91.5,89.6,Yes,Wipro,2252783,Got job in campus placement
2296,Farhan Kamdar,Computer Science Engineering (CSE),2017,2021,farhankamdar64@gmail.com,2286149539,2000-07-11,"239, Gade Ganj, Jorhat 911835",Nashik,77.3,94.8,No,,,No special remarks
2297,Samaira Ramesh,Computer Science Engineering (CSE),2019,2023,samairaramesh36@gmail.com,+918180841061,2002-07-09,"H.No. 354, Kala Chowk, Bikaner-831323",Bhimavaram,77.5,81.1,No,,,No special remarks
2298,Hazel Kohli,Computer Science Engineering (CSE),2019,2023,hazelkohli82@gmail.com,02422708580,2001-06-03,"93/638, Mammen Nagar, Thoothukudi-929160",Alappuzha,81.7,92.6,No,,,No special remarks
2299,Vihaan De,Computer Science Engineering (CSE),2018,2022,vihaande94@gmail.com,0376054817,2001-10-03,"89, Kunda Circle, Shimla 160389",Durg,79.8,100.0,No,,,No special remarks
2300,Rasha Kothari,Computer Science Engineering (CSE),2017,2021,rashakothari94@gmail.com,+918837952305,1999-01-02,"57, Mander Path, Sambhal 792755",Mau,82.2,96.5,No,,,No special remarks
2301,Nishith Gola,Computer Science Engineering (CSE),2016,2020,nishithgola73@gmail.com,8306332398,2001-04-16,"H.No. 31, Tella, Sambalpur-049196",Bidar,86.0,81.7,Yes,Infosys,2313561,Got job in campus placement
2302,Kashvi Wason,Computer Science Engineering (CSE),2019,2023,kashviwason17@gmail.com,06436414275,2000-07-30,"818, Barad Road, Tadipatri 866160",Mangalore,78.9,94.9,Yes,Wipro,2230079,Got job in campus placement
2303,Samar Ramakrishnan,Computer Science Engineering (CSE),2018,2022,samarramakrishnan92@gmail.com,09075926138,1997-10-28,"64, Krish Marg, Morbi-017548",Jalna,90.3,99.4,Yes,Infosys,2242737,Got job in campus placement
2304,Jayant Kalita,Computer Science Engineering (CSE),2018,2022,jayantkalita22@gmail.com,01299552913,2001-05-27,"H.No. 60, Balakrishnan Path, Jorhat-833427",Tirunelveli,89.8,96.7,No,,,No special remarks
2305,Tiya Balasubramanian,Computer Science Engineering (CSE),2017,2021,tiyabalasubramanian23@gmail.com,5780336890,1997-10-24,"H.No. 49, Kumer Marg, Cuttack 731816",Gopalpur,80.5,84.0,Yes,Zoho Corporation,2402909,Got job in campus placement
2306,Baiju Bhatti,Computer Science Engineering (CSE),2019,2023,baijubhatti64@gmail.com,9781332931,2000-10-01,"03, Rana Chowk, Kurnool-775704",Darbhanga,83.6,93.2,Yes,Wipro,2233196,Got job in campus placement
2307,Riya Raman,Computer Science Engineering (CSE),2017,2021,riyaraman84@gmail.com,08077943728,2001-11-04,"99/76, Sanghvi Chowk, Jamshedpur 227496",Salem,85.8,91.4,Yes,Infosys,2280581,Got job in campus placement
2308,Saira Arya,Computer Science Engineering (CSE),2017,2021,sairaarya99@gmail.com,0138507183,2001-06-23,"H.No. 41, Boase Ganj, Panchkula 388076",Silchar,80.9,85.2,Yes,Zoho Corporation,2401622,Got job in campus placement
2309,Samiha Raval,Computer Science Engineering (CSE),2016,2020,samiharaval80@gmail.com,0380730046,2002-05-25,"33/602, Kamdar Road, Jodhpur 685241",Deoghar,78.1,84.1,No,,,No special remarks
2310,Raunak Krishna,Computer Science Engineering (CSE),2017,2021,raunakkrishna71@gmail.com,00729763220,2000-02-07,"14/22, Batta Street, Kolkata 161058",Allahabad,94.6,80.2,No,,,No special remarks
2311,Kashvi Kulkarni,Computer Science Engineering (CSE),2017,2021,kashvikulkarni16@gmail.com,03690354338,2003-03-29,"H.No. 73, Sengupta Chowk, Darbhanga 722163",Raurkela Industrial Township,88.4,85.4,No,,,No special remarks
2312,Lakshit Garde,Computer Science Engineering (CSE),2016,2020,lakshitgarde89@gmail.com,08625932089,2001-01-19,"770, Zachariah Path, Fatehpur 976019",Vellore,85.3,93.9,No,,,No special remarks
2313,Hunar Khanna,Computer Science Engineering (CSE),2016,2020,hunarkhanna31@gmail.com,+918782804920,2003-07-17,"31/641, Suresh Street, Nangloi Jat-748430",Ajmer,84.2,89.5,Yes,Infosys,2262779,Got job in campus placement
2314,Ira Walia,Computer Science Engineering (CSE),2019,2023,irawalia48@gmail.com,+912116096460,2003-04-30,"33, Mangal Zila, Malegaon 069277",Mango,83.8,89.9,No,,,No special remarks
2315,Badal Chopra,Computer Science Engineering (CSE),2019,2023,badalchopra48@gmail.com,+911318931383,1998-12-08,"352, Kothari Street, Buxar-414316",Kharagpur,92.1,86.3,Yes,Infosys,2404775,Got job in campus placement
2316,Devansh Rajan,Computer Science Engineering (CSE),2017,2021,devanshrajan49@gmail.com,+914123363883,2001-09-06,"124, Chaudhari Chowk, Secunderabad 488577",Gulbarga,88.3,83.6,Yes,Infosys,2290660,Got job in campus placement
2317,Kanav Jaggi,Computer Science Engineering (CSE),2019,2023,kanavjaggi37@gmail.com,+916952142437,2002-07-02,"14/149, Sabharwal Path, Pimpri-Chinchwad-891362",Pallavaram,91.7,80.8,Yes,Wipro,2370110,Got job in campus placement
2318,Dhruv Varma,Computer Science Engineering (CSE),2019,2023,dhruvvarma95@gmail.com,9006371539,2002-12-11,"49/821, Bora Ganj, Khammam-794393",Tirupati,75.8,89.2,Yes,Wipro,2273324,Got job in campus placement
2319,Shlok Borra,Computer Science Engineering (CSE),2019,2023,shlokborra66@gmail.com,02187269751,2001-11-07,"42/55, Bora Zila, Mumbai-952864",Machilipatnam,79.5,83.3,Yes,TCS,2399505,Got job in campus placement
2320,Kiara Borah,Computer Science Engineering (CSE),2019,2023,kiaraborah31@gmail.com,8097841088,2000-06-27,"H.No. 190, Manda, Bhiwandi 945447",Panipat,93.2,87.8,No,,,No special remarks
2321,Emir Kapoor,Computer Science Engineering (CSE),2018,2022,emirkapoor6@gmail.com,9080133943,1998-12-02,"46/03, Borde Road, Ichalkaranji-449413",Berhampur,77.9,96.2,No,,,No special remarks
2322,Vedika Mani,Computer Science Engineering (CSE),2016,2020,vedikamani70@gmail.com,02699102897,2003-03-04,"821, Saxena Zila, Jalna-680676",Junagadh,92.2,99.2,No,,,No special remarks
2323,Mannat Warrior,Computer Science Engineering (CSE),2017,2021,mannatwarrior10@gmail.com,+912058029899,1998-03-25,"23/10, Hans Path, Hajipur 598782",Phagwara,78.7,81.1,Yes,TCS,2278845,Got job in campus placement
2324,Dishani Karnik,Computer Science Engineering (CSE),2016,2020,dishanikarnik97@gmail.com,1746398786,2000-01-18,"H.No. 16, Banik, Guwahati-760388",Faridabad,78.9,91.4,Yes,Zoho Corporation,2387458,Got job in campus placement
2325,Tiya Suri,Computer Science Engineering (CSE),2018,2022,tiyasuri39@gmail.com,09285537614,2002-02-04,"86/89, Dhillon Zila, Narasaraopet-787725",Saharsa,85.6,93.3,Yes,Infosys,2394865,Got job in campus placement
2326,Dhanush Bains,Computer Science Engineering (CSE),2016,2020,dhanushbains39@gmail.com,05689345079,2000-09-22,"99/63, Ray, Bilaspur 584585",Durgapur,77.3,83.3,No,,,No special remarks
2327,Madhav Chaudhari,Computer Science Engineering (CSE),2019,2023,madhavchaudhari45@gmail.com,6936200127,2001-04-18,"H.No. 221, Kamdar Road, Sagar-398954",Berhampore,87.2,87.6,No,,,No special remarks
